,Cases 3,Cases count1,Count (Cases 2),Created by,Created time,ID,Name Markdown,airtable_createdTime,airtable_id,auto_gen_id,case count3,count total,county,locality,locality_built,location subtype,location type,name,primary field,state,address,coordinate specificity,latitude,longitude,modern name,Cases,Notes,alternative name,Cases 2
194,"['rec7YyD6MKtlf1fFl', 'reco79kRJkjfHSqb3']",0,0,"{'email': 'asynya2@huskers.unl.edu', 'id': 'usrsxXrBoy7sdssaI', 'name': 'Anna Synya'}",2023-09-20T17:04:13.000Z,hc.loc.000199,"[Whatcom County Jail (Whatcom, Washington)](hc.loc.000199)",2023-09-20T17:04:13.000Z,recgpPa6hSrfULeiN,199,2,2,Whatcom,Whatcom,"Whatcom, Whatcom, Washington","[""penitentiary"", ""carceral facility""]",site of significance,Whatcom County Jail,"Whatcom County Jail (Whatcom, Washington)",Washington,,,,,,,,Whatcome,
195,"['recNAhLtYinHCxWKC', 'recJE9Pzf3uGttnZ9', 'recIf4IbyP2nMMzae', 'recrGsqu8mBRwdebD', 'recDIhtNdT9ISDRh0', 'reccq49lwAT9gk4P6', 'recw2tmbuNQ9qgovg', 'recmpAK56tlfw4ZzB', 'recWi67O5AO94rALz', 'rec4nw7ynScVWNihD', 'reclP7Dj08pnJPiHU', 'recCaeMUXfozmEmJa', 'recM1vhBLmL2Ii6kr', 'rec8JG97Bvmb6ByIC', 'recd4D7NQb5lFh94H', 'rec9MdCFYIiyPFtHJ', 'recsDkTSyQv6uKwXd', 'recZPMxiGBakaxdK8', 'rec7fF76UTshzxyfM', 'recTQcXt8289pVWgn', 'rechjMvpXbBSRZ4xO', 'recoweQn9hzsT39Tx', 'rectzTRdrVibYmjsc', 'recEDc7jojFUiGm4B']",0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000114,"[Jefferson Barracks (St. Louis, Missouri)](hc.loc.000114)",2023-05-16T18:03:08.000Z,rech43J6ZwJxzBkSB,114,24,24,St. Louis,St. Louis,"St. Louis, St. Louis, Missouri","[""military facility""]",site of significance,Jefferson Barracks,"Jefferson Barracks (St. Louis, Missouri)",Missouri,,locality,38.62923422834949,-90.19677010348627,,,,,
196,['recP8ExKXkZbT2fMw'],1,0,"{'email': 'IFERRELL2@UNL.EDU', 'id': 'usrK8UqaJVS77I9xs', 'name': 'Isabella Ferrell'}",2024-06-25T19:07:23.000Z,hc.loc.000255,"[Municipal Court of the City of Seattle (Seattle, Washington)](hc.loc.000255)",2024-06-25T19:07:23.000Z,rech9r6ZYKygSNzRX,255,1,2,King County,Seattle,"Seattle, King County, Washington","[""state circuit court""]","court, site of significance",Municipal Court of the City of Seattle,"Municipal Court of the City of Seattle (Seattle, Washington)",Washington,,,,,,['rech2ylUlf4emt6OA'],,,
197,,1,0,"{'email': 'ichilds2@huskers.unl.edu', 'id': 'usrRpph1dSJ7HorPE', 'name': 'Isabelle Childs'}",2023-07-27T16:19:07.000Z,hc.loc.000176,"[Third Judicial District Court of the Territory of Washington (Coupeville, Washington)](hc.loc.000176)",2023-07-27T16:19:07.000Z,reci57c1kljcCCVx9,176,0,1,Island,Coupeville,"Coupeville, Island, Washington","[""territorial district court""]",court,Third Judicial District Court of the Territory of Washington,"Third Judicial District Court of the Territory of Washington (Coupeville, Washington)",Washington,"101 6th St NE #204, Coupeville, WA 98239",locality,48.21733075852387,-122.68481986621455,,['recC9t4ziTFtZniym'],,,
198,,105,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T17:55:21.000Z,hc.loc.000030,"[St. Louis County Law Commissioners' Court (St. Louis, Missouri)](hc.loc.000030)",2023-05-16T17:55:21.000Z,reci5bDHxcars5Art,30,0,105,St. Louis,St. Louis,"St. Louis, St. Louis, Missouri","[""commissioner's court""]",court,St. Louis County Law Commissioners' Court,"St. Louis County Law Commissioners' Court (St. Louis, Missouri)",Missouri,,locality,38.62923422834949,-90.19677010348627,,"['recj5NgcOvRa3JewQ', 'rec309SmEz71AhfCG', 'recEkOXvvaRHfC6HM', 'recHIvSvyAocT2klW', 'recci2HATcGdoIcBX', 'recZjxYq49dFjM3GI', 'rec2ySm3Y30Ai9B9j', 'rectKlnjZmDWB4sTz', 'recVhEJlq1x6ipQmL', 'recb1BBgYx01mbwYp', 'receJ2y8Wrim7QR6Y', 'recDusgTDlX94oCv8', 'recgnjUQ32ZGpbbEp', 'recIq3f01a4xYfjzh', 'rec5L4otR19eycEp2', 'recO8AwNeHjy1Qfth', 'recrYfARF38hkw3xu', 'recNPNca1rNANnO23', 'reck4ozohAjc25p1q', 'recKA4XzqbEQLKJoN', 'recseDM05qKR7p2kC', 'recgQPrxKsYsdhZ6h', 'rec4yR0zwzfwYOL5n', 'rec3v5pcrjdL2ninr', 'recMtWCmwi2bfQYrl', 'recxnO9m372LTqRfZ', 'recNAhLtYinHCxWKC', 'recJE9Pzf3uGttnZ9', 'recIf4IbyP2nMMzae', 'rec0HLWKhti9bNnNG', 'recpcSAGxPtlDFSxk', 'recrGsqu8mBRwdebD', 'recUj8IifYZ5LjjpM', 'recozstxITXHGrfH9', 'recahxwAyCiZ0eZIE', 'recDIhtNdT9ISDRh0', 'rec3qeP9vx4PQ7oMa', 'recLaiYfku5UBpc6N', 'recTjhR9qBHxnWHKR', 'recLy5rOLyJ84Ishp', 'reccq49lwAT9gk4P6', 'rec55P0kj8jEllhJH', 'recw2tmbuNQ9qgovg', 'recmpAK56tlfw4ZzB', 'recElSJQ6XnsQvE09', 'recHgCwizyzoBb5u6', 'recWi67O5AO94rALz', 'recMrHvYsCfrlBGAC', 'recTk0B05CmYPYifi', 'recqT0TUw2Q5WAemP', 'rec4nw7ynScVWNihD', 'reclP7Dj08pnJPiHU', 'rech4LW8xg14UKomp', 'recIGbnkX76xlJCwX', 'reckQauCnIhQmLTFo', 'recZyMA8Cm8BNbNaG', 'recDNOxXuPG8CUQR1', 'recWMCnnCkb775vg5', 'recCaeMUXfozmEmJa', 'recme6Ndifmialu3N', 'rech4d6oHWVh1jNHJ', 'reciyknTHaMNDhfXs', 'rec8rGMSlvfwWKlLs', 'recpZwM6UNZE0izTo', 'recHkKUGUC1VdE44s', 'recT3mycCYiogLuHj', 'recM1vhBLmL2Ii6kr', 'recVRqaShV5oma8lm', 'rec8JG97Bvmb6ByIC', 'recd4D7NQb5lFh94H', 'recw3WCBLI3yX4Kbx', 'rec9MdCFYIiyPFtHJ', 'recsDkTSyQv6uKwXd', 'recN5f8VZioBDff9n', 'recWdmssfqS7x21pG', 'recZPMxiGBakaxdK8', 'recEcPouTlgHOggRm', 'rec51dVaqAA7TTeGI', 'rectUJC1RIPCbaP53', 'recAplM9vbfF0RANo', 'recTwR9cvtqGIg0Jo', 'rec7fF76UTshzxyfM', 'recxx0U3nrZtLjM3X', 'recF37se7DOamh6wB', 'rec3qT8CsdhKQbQiS', 'recsIPPU8vhf0DvZd', 'recTQcXt8289pVWgn', 'rechjMvpXbBSRZ4xO', 'recM8TZIHNgsI3JdM', 'rec4X2WdJiEScBBF9', 'recLAuZiHxkO66BE7', 'recwBpAraE9PSMPzs', 'recNMxgL9Y3dwOI5h', 'rec6wWwBF7r114r6a', 'recoweQn9hzsT39Tx', 'recIg9Lwb5p71pO1Y', 'rectzTRdrVibYmjsc', 'recEDc7jojFUiGm4B', 'rec64pJGONFE6UgVi', 'recOMlehHq0LwkMpL', 'recLATZVgx2rHWN4R', 'recqyTiDspCrf5F7T', 'recjYLZhopkyaQcM9', 'recrzL0PEXusiE9mY', 'rec3MbDnBtK2nAM4b']",,,
199,['recH2zFlLrk7QqaME'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000115,"[Fort Steilacoom (Lakewood, Washington)](hc.loc.000115)",2023-05-16T18:03:08.000Z,recijqqC9jXBeUas9,115,1,1,Pierce,Lakewood,"Lakewood, Pierce, Washington","[""military facility""]",site of significance,Fort Steilacoom,"Fort Steilacoom (Lakewood, Washington)",Washington,,locality,47.17234218823997,-122.51887959467226,,,,,
200,['recVhwHzcARH91nqG'],0,0,"{'email': 'ekrohn3@huskers.unl.edu', 'id': 'usr2WztX1SxQ5Fvvu', 'name': 'Esme Krohn'}",2023-07-26T16:22:24.000Z,hc.loc.000171,"[Sisters of Charity (Walla Walla, Washington)](hc.loc.000171)",2023-07-26T16:22:24.000Z,reciniaR922HK7P1N,171,1,1,Walla Walla,Walla Walla,"Walla Walla, Walla Walla, Washington","[""juvenile facility""]",site of significance,Sisters of Charity,"Sisters of Charity (Walla Walla, Washington)",Washington,,locality,46.06430720535914,-118.34074208272169,,,,,
201,"['recPPZ1bLnui77U5t', 'reczeLGLSBgQFogop', 'receZTjCVG4kM2z0E', 'rechYcAoV2B38K8cP', 'recdUF0NU5oLIoMWT', 'recuJQ6kjIx7KuV1u']",0,0,"{'email': 'asynya2@huskers.unl.edu', 'id': 'usrsxXrBoy7sdssaI', 'name': 'Anna Synya'}",2023-10-18T17:32:41.000Z,hc.loc.000207,"[National Army Camp at American Lake, Camp Lewis (Lakewood, Washington)](hc.loc.000207)",2023-10-18T17:32:41.000Z,reciyiPn1Shvdkxcd,207,6,6,Pierce,Lakewood,"Lakewood, Pierce, Washington","[""military facility""]",site of significance,"National Army Camp at American Lake, Camp Lewis","National Army Camp at American Lake, Camp Lewis (Lakewood, Washington)",Washington,,landmark,47.0851,-122.2846,Joint Base Lewis-McChord,,,,
202,['rec2IZ7I5uWUHSW0Q'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000116,"[House of the Good Shepherd (St. Louis, Missouri)](hc.loc.000116)",2023-05-16T18:03:08.000Z,recjHmtTaj5YVaSGK,116,1,1,St. Louis,St. Louis,"St. Louis, St. Louis, Missouri","[""welfare organization""]",site of significance,House of the Good Shepherd,"House of the Good Shepherd (St. Louis, Missouri)",Missouri,,locality,38.62923422834949,-90.19677010348627,,,,,
203,,0,150,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:02:22.000Z,hc.loc.000041,"[Missouri State Archives-St. Louis (St. Louis, Missouri)](hc.loc.000041)",2023-05-16T18:02:22.000Z,recjWSYLwuwa14PjC,41,0,150,St. Louis,St. Louis,"St. Louis, St. Louis, Missouri","[""state archive""]",repository,Missouri State Archives-St. Louis,"Missouri State Archives-St. Louis (St. Louis, Missouri)",Missouri,"1114 Market St, St. Louis, MO 63101",building,38.62724528672096,-90.19754504230991,,,,,"['rec6ybOcQyFaepv1t', 'recS2wcuDwPt8fBIy', 'rec5BgfRbOcshC9R7', 'recj5NgcOvRa3JewQ', 'recrrVK6D8iUHEjqa', 'rec7N49s0iOJwrM3E', 'recXpkrI2RW4yH6kg', 'recrjVinDRjOYwLxB', 'recavSjVrAKqHVh5e', 'rectZQ1RIicKjdags', 'rec9RUTAuo1GvN3xy', 'rec8biFXzRE01dghC', 'rec9tE7fEbb2rEwdc', 'recWZYmGbAguzkjHB', 'recH9hKhmXJ7UrKRK', 'recTAFLTMgi5XKumn', 'rec2IZ7I5uWUHSW0Q', 'rec309SmEz71AhfCG', 'recEkOXvvaRHfC6HM', 'recHIvSvyAocT2klW', 'recci2HATcGdoIcBX', 'recZjxYq49dFjM3GI', 'rec2ySm3Y30Ai9B9j', 'rectKlnjZmDWB4sTz', 'recVhEJlq1x6ipQmL', 'recb1BBgYx01mbwYp', 'receJ2y8Wrim7QR6Y', 'recDusgTDlX94oCv8', 'recgnjUQ32ZGpbbEp', 'recIq3f01a4xYfjzh', 'rec5L4otR19eycEp2', 'recO8AwNeHjy1Qfth', 'recrYfARF38hkw3xu', 'recNPNca1rNANnO23', 'reck4ozohAjc25p1q', 'recKA4XzqbEQLKJoN', 'recseDM05qKR7p2kC', 'recgQPrxKsYsdhZ6h', 'rec4yR0zwzfwYOL5n', 'rec3v5pcrjdL2ninr', 'recd86hE6IBcxmmLZ', 'recMtWCmwi2bfQYrl', 'recxnO9m372LTqRfZ', 'recNAhLtYinHCxWKC', 'recJE9Pzf3uGttnZ9', 'recIf4IbyP2nMMzae', 'rec0HLWKhti9bNnNG', 'recpcSAGxPtlDFSxk', 'recrGsqu8mBRwdebD', 'recUj8IifYZ5LjjpM', 'recozstxITXHGrfH9', 'recahxwAyCiZ0eZIE', 'recDIhtNdT9ISDRh0', 'rec3qeP9vx4PQ7oMa', 'recLaiYfku5UBpc6N', 'recTjhR9qBHxnWHKR', 'recLy5rOLyJ84Ishp', 'reccq49lwAT9gk4P6', 'rec55P0kj8jEllhJH', 'recw2tmbuNQ9qgovg', 'recmpAK56tlfw4ZzB', 'recElSJQ6XnsQvE09', 'recHgCwizyzoBb5u6', 'recWi67O5AO94rALz', 'recMrHvYsCfrlBGAC', 'recTk0B05CmYPYifi', 'recqT0TUw2Q5WAemP', 'rec4nw7ynScVWNihD', 'reclP7Dj08pnJPiHU', 'rech4LW8xg14UKomp', 'recIGbnkX76xlJCwX', 'reckQauCnIhQmLTFo', 'recZyMA8Cm8BNbNaG', 'recDNOxXuPG8CUQR1', 'recWMCnnCkb775vg5', 'recCaeMUXfozmEmJa', 'recme6Ndifmialu3N', 'rech4d6oHWVh1jNHJ', 'reciyknTHaMNDhfXs', 'rec8rGMSlvfwWKlLs', 'recpZwM6UNZE0izTo', 'recHkKUGUC1VdE44s', 'recT3mycCYiogLuHj', 'recM1vhBLmL2Ii6kr', 'recVRqaShV5oma8lm', 'rec8JG97Bvmb6ByIC', 'recd4D7NQb5lFh94H', 'recw3WCBLI3yX4Kbx', 'rec9MdCFYIiyPFtHJ', 'recsDkTSyQv6uKwXd', 'recN5f8VZioBDff9n', 'recWdmssfqS7x21pG', 'recZPMxiGBakaxdK8', 'recEcPouTlgHOggRm', 'rec51dVaqAA7TTeGI', 'rectUJC1RIPCbaP53', 'recAplM9vbfF0RANo', 'recTwR9cvtqGIg0Jo', 'rec7fF76UTshzxyfM', 'recxx0U3nrZtLjM3X', 'recF37se7DOamh6wB', 'rec3qT8CsdhKQbQiS', 'recsIPPU8vhf0DvZd', 'recTQcXt8289pVWgn', 'rechjMvpXbBSRZ4xO', 'recM8TZIHNgsI3JdM', 'rec4X2WdJiEScBBF9', 'recLAuZiHxkO66BE7', 'recwBpAraE9PSMPzs', 'recNMxgL9Y3dwOI5h', 'rec6wWwBF7r114r6a', 'recoweQn9hzsT39Tx', 'recIg9Lwb5p71pO1Y', 'rectzTRdrVibYmjsc', 'recEDc7jojFUiGm4B', 'rec64pJGONFE6UgVi', 'recOMlehHq0LwkMpL', 'recLATZVgx2rHWN4R', 'recqyTiDspCrf5F7T', 'recjYLZhopkyaQcM9', 'recrzL0PEXusiE9mY', 'rec3MbDnBtK2nAM4b', 'recKjZ9bLErXKmm9Q', 'recn9OfWaFTx5qTco', 'recFIaBo8y9KOQBwZ', 'rec5ZaNu7rTyVVK1O', 'recwRcEiG4l3zoAOU', 'recMshB4O2aLuTVhs', 'recqH3AAhuf3xQSq1', 'rec3UgvkkWIjXKjUk', 'recuJi4hAD9B3cY6k', 'recQBVE2WdPnNZe6W', 'recLcjELORoNBFnaQ', 'recfh6DvEuMnEE4yg', 'rec0nFA4ZstzTfVW5', 'rectZkeybjn5Y65OJ', 'recq7Fv7Rq2AKUYcU', 'recDUTEpI6itoRKtq', 'recjAp8bfGeo22Udp', 'recwyE0J6dHqVgc15', 'recnTtKc0Ux0b8VEz', 'recWGGbeaMhKu3nv3', 'recsQfrq5jv0wvmHr', 'recA3pm3bZsx04qKV', 'rece3csl3kfHn2urj', 'recFTWCqCp84W5BYJ', 'reckehAsTBTHHtCKo', 'recMAS2DU3MIcS31c', 'rec0opA500VYwh9FW', 'recRsxm4wa0RtB8EI']"
204,,0,0,"{'email': 'tarneal2@huskers.unl.edu', 'id': 'usrj6qVplnciF6Uc8', 'name': 'Walt Arneal'}",2024-10-11T20:39:32.000Z,hc.loc.000292,"[Santa Clara County (, California)](hc.loc.000292)",2024-10-11T20:39:32.000Z,recjsZYKSLOMthfYQ,292,0,0,,,", , California",NaN,,Santa Clara County,"Santa Clara County (, California)",California,,,,,,,,,
205,,0,0,"{'email': 'kjagodinsky@unl.edu', 'id': 'usrTWraD2Uk9A3vtt', 'name': 'Katrina Jagodinsky'}",2025-06-17T19:09:51.000Z,hc.loc.000326,"[U.S. Circuit Court of Washington, Eastern District, Northern Division (Spokane, Washington)](hc.loc.000326)",2025-06-17T19:09:51.000Z,recjxUdi0V5g0tKLX,326,0,0,,Spokane,"Spokane, , Washington","[""federal circuit court""]",,"U.S. Circuit Court of Washington, Eastern District, Northern Division","U.S. Circuit Court of Washington, Eastern District, Northern Division (Spokane, Washington)",Washington,,,,,,,,,
206,"['recAIQZyOS3SLkIcK', 'recsrU68lRgn3qTJ0']",0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000117,"[Ellis Island (New York, New York)](hc.loc.000117)",2023-05-16T18:03:08.000Z,reckGITqap2TctcO2,117,2,2,New York,New York,"New York, New York, New York","[""port of entry""]",site of significance,Ellis Island,"Ellis Island (New York, New York)",New York,,locality,40.69970258724933,-74.04154275420298,,,,,
207,['recrzzDo1jmFtbH3u'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000118,"[Mt. Pleasant Insane Asylum (Mt. Pleasant, Iowa)](hc.loc.000118)",2023-05-16T18:03:08.000Z,reckHRLYJqDn5tXXN,118,1,1,Henry,Mt. Pleasant,"Mt. Pleasant, Henry, Iowa","[""insane asylum""]",site of significance,Mt. Pleasant Insane Asylum,"Mt. Pleasant Insane Asylum (Mt. Pleasant, Iowa)",Iowa,,locality,40.971976528632915,-91.54700965883453,,,,,
208,['recSkhqaMU93aG38n'],0,0,"{'email': 'mbrooks12@huskers.unl.edu', 'id': 'usrYUmUR3yFmQ7Bci', 'name': 'Molli Brooks'}",2024-03-25T13:59:31.000Z,hc.loc.000240,"[Pottawattamie County Jail (Council Bluffs, Iowa)](hc.loc.000240)",2024-03-25T13:59:31.000Z,reckMibJ0FaLoeSHf,240,1,1,Pottawattamie,Council Bluffs,"Council Bluffs, Pottawattamie, Iowa","[""county jail""]",site of significance,Pottawattamie County Jail,"Pottawattamie County Jail (Council Bluffs, Iowa)",Iowa,,,,,,,,,
209,,0,1,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:02:22.000Z,hc.loc.000042,"[Arizona State Library, Archives, and Public Records (Phoenix, Arizona)](hc.loc.000042)",2023-05-16T18:02:22.000Z,reckXxo6qScsjord2,42,0,1,Maricopa,Phoenix,"Phoenix, Maricopa, Arizona","[""state archive""]",repository,"Arizona State Library, Archives, and Public Records","Arizona State Library, Archives, and Public Records (Phoenix, Arizona)",Arizona,"1901 W Madison St, Phoenix, AZ 85009",building,33.445959758496954,-112.1012671423088,,,,,['recjnaRbf7t2spMAN']
210,['recwB0ArAF6k4tnqg'],0,0,"{'email': 'aknopik2@huskers.unl.edu', 'id': 'usrenhAg0xOZRWOR5', 'name': 'Andy Knopik'}",2025-01-14T15:48:04.000Z,hc.loc.000308,"[Spokane Falls City Jail (Spokane Falls, Washington)](hc.loc.000308)",2025-01-14T15:48:04.000Z,reckZtqmibFCMxScE,308,1,1,Spokane,Spokane Falls,"Spokane Falls, Spokane, Washington","[""city jail""]",site of significance,Spokane Falls City Jail,"Spokane Falls City Jail (Spokane Falls, Washington)",Washington,,,,,,,,,
211,"['recTMyxdQo8xnYH03', 'rec4fq0AyO4dSBIgX', 'recV7MOe8tSShWQZ2', 'recFmVzaTpr3l06FN']",0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000120,"[Oregon State Industrial School for Girls (Salem, Oregon)](hc.loc.000120)",2023-05-16T18:03:08.000Z,recke2U956x00j81N,120,4,4,Marion,Salem,"Salem, Marion, Oregon","[""juvenile facility""]",site of significance,Oregon State Industrial School for Girls,"Oregon State Industrial School for Girls (Salem, Oregon)",Oregon,,locality,44.942591106594755,-123.03816375909497,,,,,
212,['rec4ojLA74uiVFr6t'],0,0,"{'email': 'aknopik2@huskers.unl.edu', 'id': 'usrenhAg0xOZRWOR5', 'name': 'Andy Knopik'}",2024-12-12T17:34:18.000Z,hc.loc.000300,"[Fort Townsend (Port Townsend, Washington)](hc.loc.000300)",2024-12-12T17:34:18.000Z,recko1PHxUyZiJIOX,300,1,1,Jefferson,Port Townsend,"Port Townsend, Jefferson, Washington","[""military facility""]",site of significance,Fort Townsend,"Fort Townsend (Port Townsend, Washington)",Washington,,,,,,,,,
213,['recjrLFuCqpLTsHMK'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000119,"[Fort D. A. Russell (Cheyenne, Wyoming)](hc.loc.000119)",2023-05-16T18:03:08.000Z,reckwn3JrbuhTcF64,119,1,1,Laramie,Cheyenne,"Cheyenne, Laramie, Wyoming","[""military facility""]",site of significance,Fort D. A. Russell,"Fort D. A. Russell (Cheyenne, Wyoming)",Wyoming,"4600 Randall Ave, Francis E. Warren AFB, WY 82005",building,41.147406377058225,-104.84059801591302,Francis E. Warren Air Force Base,,,Fort David Allen Russell,
214,,3,0,"{'email': 'ekrohn3@huskers.unl.edu', 'id': 'usr2WztX1SxQ5Fvvu', 'name': 'Esme Krohn'}",2023-07-21T14:55:49.000Z,hc.loc.000166,"[District Court of Columbia County Washington Territory (Dayton, Washington)](hc.loc.000166)",2023-07-21T14:55:49.000Z,reclUxPe9tywJQVrW,166,0,3,Columbia County,Dayton,"Dayton, Columbia County, Washington","[""territorial district court""]",court,District Court of Columbia County Washington Territory,"District Court of Columbia County Washington Territory (Dayton, Washington)",Washington,"341 E Main St, Dayton, WA 99328",building,46.32124938287901,-117.97857662765914,,"['recsQSHq4ujnxGqD9', 'recuPU70hjDmDMp2m', 'recnGkENPRv4qhc4H']",,,
215,"['recaSa6nbm6d39bBw', 'recscPcigSEOb6DMt']",0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000121,"[""Hattie E. Tapley"" (Port Blakely, Washington)](hc.loc.000121)",2023-05-16T18:03:08.000Z,recly8bjOFryL22Mq,121,2,2,Kitsap,Port Blakely,"Port Blakely, Kitsap, Washington","[""ship""]",site of significance,"""Hattie E. Tapley""","""Hattie E. Tapley"" (Port Blakely, Washington)",Washington,,locality,47.60001662696626,-122.50920121701051,,,,,
216,,0,0,"{'email': 'kjagodinsky@unl.edu', 'id': 'usrTWraD2Uk9A3vtt', 'name': 'Katrina Jagodinsky'}",2025-01-09T16:07:12.000Z,hc.loc.000307,"[Washington University Libraries (St. Louis, Missouri)](hc.loc.000307)",2025-01-09T16:07:12.000Z,recm4MNOjlYLJifni,307,0,0,St. Louis,St. Louis,"St. Louis, St. Louis, Missouri","[""University Library""]",,Washington University Libraries,"Washington University Libraries (St. Louis, Missouri)",Missouri,,,,,,,,,
217,,0,3,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:02:22.000Z,hc.loc.000043,"[Alaska State Archives (Juneau, Alaska)](hc.loc.000043)",2023-05-16T18:02:22.000Z,recmIF58wnK6ZmTZw,43,0,3,N/A,Juneau,"Juneau, N/A, Alaska","[""state archive""]",repository,Alaska State Archives,"Alaska State Archives (Juneau, Alaska)",Alaska,"395 Whittier St, Juneau, AK 99801",building,58.300314727293475,-134.41584874648686,,,,,"['rectY73AkN8ppGHbP', 'recrPvpFIhNy7LAZ7', 'recwV5STKhk9SlrLQ']"
218,,0,4,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:02:22.000Z,hc.loc.000044,"[Marion County Courthouse (Salem, Oregon)](hc.loc.000044)",2023-05-16T18:02:22.000Z,recmwiDuecg8hT0ug,44,0,4,Marion,Salem,"Salem, Marion, Oregon","[""courthouse""]",repository,Marion County Courthouse,"Marion County Courthouse (Salem, Oregon)",Oregon,"100 High St NE, Salem, OR 97301",building,44.94002372038744,-123.0363079819194,,,,,"['recMaIUVWSdyHwSD7', 'recCS0NOf0MkLA96K', 'recdrm7tTmm22mcVx', 'recFmVzaTpr3l06FN']"
219,,1,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T17:55:21.000Z,hc.loc.000031,"[Douglas County District Court (Lawrence, Kansas)](hc.loc.000031)",2023-05-16T17:55:21.000Z,recmxka6SRu2qYK3C,31,0,1,Douglas,Lawrence,"Lawrence, Douglas, Kansas","[""state district court""]",court,Douglas County District Court,"Douglas County District Court (Lawrence, Kansas)",Kansas,,locality,38.97255435220533,-95.23479077934641,,['reclWII8xvfJ772Ed'],,,
220,['rec4YiWJTy41CAyWH'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000060,"[Battleship ""New York"" (Puget Sound, Washington)](hc.loc.000060)",2023-05-16T18:03:08.000Z,recnIEyZHNlO89ToI,60,1,1,N/A,Puget Sound,"Puget Sound, N/A, Washington","[""ship""]",site of significance,"Battleship ""New York""","Battleship ""New York"" (Puget Sound, Washington)",Washington,,locality,47.60682112835133,-122.3337844597094,,,,,
221,['recTzZPFIS9gYy5t4'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000061,"[Umatilla Indian Reservation (Umatilla Reservation, Oregon)](hc.loc.000061)",2023-05-16T18:03:08.000Z,recnYxAmefdz2OzoM,61,1,1,Umatilla,Umatilla Reservation,"Umatilla Reservation, Umatilla, Oregon","[""indian reservation""]",site of significance,Umatilla Indian Reservation,"Umatilla Indian Reservation (Umatilla Reservation, Oregon)",Oregon,,locality,45.665208597224954,-118.53765543044638,,,,,
